,ID,review,polarity,division,translated_review
145,322,alexa pair easily act nice bluetooth speaker sound awesome specially bass owe gen echo amd take word gen echo n time better last sound quality worthy successorspecial thank amazon quick replacement echo deviceonly thorn foot software sometimes fail search desire music,0.2958,positive,alexa pair dengan mudah bertindak bagus suara speaker bluetooth yang luar biasa khususnya bass berutang gen echo amd ambil kata gen echo n waktu lebih baik kualitas suara terakhir yang layak penerus khusus terima kasih amazon penggantian cepat perangkat gema hanya perangkat lunak kaki duri terkadang gagal mencari keinginan musik
146,892,alexa play amazon prime songs not outside songs waste money,-0.0667,negative,alexa memainkan lagu-lagu amazon prime bukan lagu luar buang-buang uang
147,997,alexa play tollywood latest songsalexa turn light etc much morewonderful ai,0.3667,positive,alexa memainkan lagu tollywood terbaru alexa turn light dll jauh lebih indah ai
148,1032,alexa poor quality adapter jaise tape lagi hui ha poor quality alexa speaker jaise old model de diya ha,-0.2733,negative,alexa poor quality adapter jaise tape lagi hui ha poor quality alexa speaker jaise old model de diya ha
149,399,alexa pretty much job sound quality good microphone good not best job but lacs lot knowledge depend upon wikipedia if not mention wikipedia wont answer if u ask u always give std reply bite irritatingit time blink orange color indicate wait command word arent use kind spy,0.5389,positive,alexa cukup banyak pekerjaan kualitas suara mikrofon bagus bagus bukan pekerjaan terbaik tapi kekurangan banyak pengetahuan tergantung pada wikipedia jika tidak menyebutkan wikipedia tidak akan menjawab jika kamu bertanya kamu selalu memberikan balasan std menggigit menjengkelkan waktu berkedip warna oranye menunjukkan kata perintah tunggu jangan gunakan mata-mata yang baik
150,931,alexa problem time doesnt respond instructionson initial day set keep make mistake not recognise voice didnt expect alexa,0.0,neutral,waktu masalah alexa tidak merespon instruksi pada set hari awal terus membuat kesalahan tidak mengenali suara tidak mengharapkan alexa
151,1712,alexa product super amaze granny surprise experience unbelievable way understand alexa adapt,0.1958,positive,produk alexa pengalaman kejutan nenek yang luar biasa cara yang luar biasa memahami alexa beradaptasi
152,903,alexa program search quality not fast say not clever perticular old singers gazals singers devotional songs religions,-0.0137,negative,kualitas pencarian program alexa tidak cepat katakan tidak pintar tertentu penyanyi lawas gazal penyanyi lagu renungan religi
153,601,alexa purchase oct today not connect not work within one year hope will get replace amazon,0.0,neutral,pembelian alexa oktober hari ini tidak terhubung tidak berfungsi dalam satu tahun harapan akan diganti amazon
154,461,alexa quit irritate understand comands but ok robot hope new update will make accurate buy sale value money product get alexa wipro bulb happy service also,0.2436,positive,alexa berhenti mengganggu memahami perintah tapi ok robot berharap pembaruan baru akan membuat akurat membeli produk nilai jual uang dapatkan alexa wipro bulb happy service juga
155,1601,alexa quite comfortable,0.4,positive,alexa cukup nyaman
156,3075,alexa really dosent hear clearly understand exactly give reply misinterpretting things,0.2875,positive,alexa benar-benar tidak mendengar dengan jelas mengerti dengan tepat memberikan jawaban yang salah mengartikan sesuatu
157,1976,alexa really smart,0.2143,positive,alexa sangat pintar
158,1193,alexa recognition worstalex doesnt recognize play wrong,-0.5,negative,"pengenalan alexa,worstalex tidak mengenali permainan yang salah"
159,2513,alexa skills limit many available us not available india,0.1571,positive,keterampilan alexa membatasi banyak tersedia kami tidak tersedia india
160,2695,alexa smart,0.2786,positive,alexa pintar
161,812,alexa speaker good but alexa android application not good alexa listen skill also not accurate,0.25,positive,speaker alexa bagus tapi aplikasi android alexa tidak bagus keterampilan mendengarkan alexa juga tidak akurat
162,742,alexa still grow become better understand could get better if alexa cant understand device talk would better if stop say mean tv,0.2969,positive,alexa masih tumbuh menjadi lebih mengerti bisa menjadi lebih baik jika alexa tidak bisa mengerti pembicaraan perangkat akan lebih baik jika berhenti katakan berarti tv
163,1797,alexa stop work within one month replace no call,0.0,neutral,alexa berhenti bekerja dalam satu bulan ganti tanpa panggilan
164,1532,alexa super,0.3333,positive,alexa super
165,2547,alexa super quality,0.3333,positive,kualitas super alexa
166,1480,alexa sw better conversational upgrade cant link youtube mobil reason need one click equivalent skills,0.5,positive,alexa sw peningkatan percakapan yang lebih baik tidak dapat menautkan youtube mobil alasan membutuhkan keterampilan yang setara dengan satu klik
167,1918,alexa take much time try connect wifi bluetooth device,0.0375,positive,alexa butuh banyak waktu coba sambungkan perangkat wifi bluetooth
168,430,alexa u never ever feel alone interact alexa tons things like listen music news weather forecast many alexa hindi many good funny responses kind become routine talk alexa sound quality will say star sound quality amaze fill room easily,0.4958,positive,"alexa u tidak pernah merasa sendirian berinteraksi alexa ton hal-hal seperti mendengarkan musik, berita, ramalan cuaca, banyak alexa hindi, banyak tanggapan lucu yang baik, jenis menjadi pembicaraan rutin, kualitas suara alexa akan mengatakan kualitas suara bintang, memukau mengisi ruangan dengan mudah"
169,256,alexa unable identify songs place time get negative response unavailability request seem waste product melooking replacement device seem access limit resourcesound alexa need improvisation,-0.1143,negative,alexa tidak dapat mengidentifikasi lagu tempat waktu mendapat tanggapan negatif tidak tersedianya permintaan tampaknya produk limbah mecari perangkat pengganti tampaknya sumber daya batas akses suara alexa perlu improvisasi
170,3283,alexa upgrade time time,0.0,neutral,waktu waktu peningkatan alexa
171,2384,alexa useful schedule listen newsbut concern speaker low sound eg not hearable another,0.1975,positive,alexa jadwal yang berguna mendengarkan berita tetapi menyangkut speaker suara rendah misalnya tidak dapat didengar yang lain
172,548,alexa user interface nice get information one voice command music options less interface youtube songs ganna app etc,0.2944,positive,antarmuka pengguna alexa bagus dapatkan informasi satu perintah suara pilihan musik kurang antarmuka lagu youtube aplikasi ganna dll
173,202,alexa voice assistant will never understand command say dont ever buy reason promote amazon google home well look well perform task jeff bezos turd review applicable alexa devices,0.0,neutral,asisten suara alexa tidak akan pernah mengerti perintah katakan jangan pernah membeli alasan promosikan amazon google home dengan baik terlihat baik melakukan tugas jeff bezos turd review perangkat alexa yang berlaku
174,1208,alexa voice awsm really feel awsm talk alexagrt purchase if wnybody want buy smart speaker go blindly choose grt one,-0.0286,negative,suara alexa awsm benar-benar terasa awsm bicara pembelian alexagrt jika wnybody ingin membeli speaker pintar pergi membabi buta pilih grt satu
175,1549,alexa voice not work,0.0,neutral,suara alexa tidak berfungsi
176,597,alexa voice recognition pretty good well integrate devices sound quality also good easy use,0.3931,positive,pengenalan suara alexa cukup bagus mengintegrasikan perangkat kualitas suara juga bagus mudah digunakan
177,1779,alexa voice recognition quality good sound quality good excellent product amazon,0.7525,positive,kualitas pengenalan suara alexa kualitas suara bagus produk bagus bagus amazon
178,1676,alexa wonderful ausome sound quality great music time kind funny u use hindi language great fun,0.5929,positive,"alexa, kualitas suara yang luar biasa, kualitas suara yang bagus, jenis waktu musik yang lucu, Anda menggunakan bahasa hindi, sangat menyenangkan"
179,2429,alexa wonderful concept but could see limitations couldnt recognize instructions play songs doesnt play old tamil songs,0.55,positive,konsep alexa yang luar biasa tetapi dapat melihat batasan tidak dapat mengenali instruksi memutar lagu tidak memainkan lagu tamil lama
180,3720,alexa work fine good product google home moni,0.5583,positive,alexa berfungsi dengan baik produk bagus google home moni
181,3045,alexa work good give information right way,0.4929,positive,alexa bekerja dengan baik memberikan informasi dengan cara yang benar
182,1935,alexa work properly,0.0,neutral,alexa bekerja dengan baik
183,2188,alexa worst product if say alexa mosquito repellent start say find referencecom etc waste money,-0.7,negative,produk terburuk alexa jika mengatakan pengusir nyamuk alexa mulai mengatakan menemukan referencecom dll buang-buang uang
184,3693,alexabest eperience ever,0.0,neutral,pengalaman alexabest yang pernah ada
185,3750,alexas sound doesnt good play netflix prime otherwise good,0.6,positive,suara alexas tidak bagus mainkan netflix prime jika tidak bagus
186,746,alexq gen smart speaker goodthere slight delay recognize voiceotherwise good product thank amazonhoped will fix future update,0.1695,positive,alexq gen smart speaker bagus ada sedikit keterlambatan mengenali suara jika tidak produk bagus terima kasih amazon berharap akan memperbaiki pembaruan di masa mendatang
187,2175,alk three voice recognition alexa integration sound quality areexcellent,0.4,positive,alk three pengenalan suara kualitas suara integrasi alexa sangat baik
188,2635,alla average performance,-0.15,negative,kinerja rata-rata semua
189,1764,almost goodbut cant connect iphone hotspot alexawhysolution pleasethank amazonits apps show generation,0.0,neutral,hampir bagus tapi tidak bisa menghubungkan hotspot iphone alexawhysolution tolong terima kasih aplikasi amazonnya menunjukkan generasi
190,2672,almost month no issue till date good connectivity smart devices,0.4571,positive,hampir sebulan tidak ada masalah hingga saat ini perangkat pintar konektivitas yang baik
191,2558,already become part family,0.0,neutral,sudah menjadi bagian keluarga
192,255,already google assisatant voice recognition shouldnt much deal alexa need plug conected wifi network function alexa if no wifi act bluetooth speaker sound qualitu pretty good alexa alexa isnt much fun think,0.2875,positive,sudah google assisatant pengenalan suara seharusnya tidak banyak masalah alexa perlu plug terhubung fungsi jaringan wifi alexa jika tidak ada wifi bertindak bluetooth speaker kualitas suara cukup bagus alexa alexa tidak menyenangkan berpikir
