,Sentiment,Text,translated_text
84,positive,"The combination of all services enabling us to offer a complex and strengthened service chain not only limited to the Baltic port connections but also for getting access to the world wide Grimaldi Network into the Mediterranean , Africa and North America `` says Uwe Bakosch .","Kombinasi dari semua layanan memungkinkan kami untuk menawarkan rantai layanan yang kompleks dan diperkuat tidak hanya terbatas pada koneksi pelabuhan Baltik tetapi juga untuk mendapatkan akses ke Jaringan Grimaldi di seluruh dunia ke Mediterania, Afrika dan Amerika Utara `` kata Uwe Bakosch."
85,neutral,No blind-spots coming from 1 vantage point allows investigators to see the whole story in high resolution with no unbroken video .,Tidak ada titik buta yang datang dari 1 titik pandang yang memungkinkan penyelidik untuk melihat keseluruhan cerita dalam resolusi tinggi tanpa video yang tidak terputus.
86,positive,"The company still expects its turnover in 2010 to slightly increase from the level of 2009 , adding that `` market predictability is still too poor for trustworthy forecasts on the market development of the contract manufacturing business during the current year '' .","Perusahaan masih mengharapkan omset pada tahun 2010 sedikit meningkat dari tingkat tahun 2009, menambahkan bahwa `` prediksi pasar masih terlalu buruk untuk perkiraan yang dapat dipercaya tentang perkembangan pasar dari bisnis manufaktur kontrak selama tahun berjalan ''."
87,positive,The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market .,Akuisisi ini akan sangat meningkatkan penjualan Kemira dan posisi pasar di pasar pelapis industri logam Rusia.
88,positive,"In January-September 2007 , Finnlines ' net sales rose to EUR 505.4 mn from EUR 473.5 mn in the corresponding period in 2006 .","Pada Januari-September 2007 , penjualan bersih Finnlines naik menjadi EUR 505,4 juta dari EUR 473,5 juta pada periode yang sama tahun 2006 ."
89,positive,"Adjusted for changes in the Group structure , the Division 's net sales increased by 1.7 % .","Disesuaikan dengan perubahan struktur Grup, penjualan bersih Divisi meningkat sebesar 1,7%."
90,positive,"`` The change will optimize the operational efficiencies of our growing business , '' said Julia Prohaska , director of marketing communications for Fiskars .","`` Perubahan tersebut akan mengoptimalkan efisiensi operasional bisnis kami yang sedang berkembang , '' kata Julia Prohaska , direktur komunikasi pemasaran Fiskars ."
91,positive,"`` They would invest not only in the physical infrastructure , but would also provide know-how for managing and developing science and technology parks , '' said Sunrise Valley director Andrius Bagdonas .","`` Mereka akan berinvestasi tidak hanya dalam infrastruktur fisik , tetapi juga akan memberikan pengetahuan untuk mengelola dan mengembangkan taman ilmu pengetahuan dan teknologi , '' kata direktur Sunrise Valley Andrius Bagdonas ."
92,positive,"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V saw its net profit jump to EUR2 .1 m for the last quarter of 2010 from EUR995 ,000 for the same period of 2009 .","4 Februari 2011 - Penyedia sistem komunikasi data broadband Finlandia Teleste Oyj HEL ​​: TLT1V mengalami lonjakan laba bersih menjadi EUR2 ,1 juta untuk kuartal terakhir 2010 dari EUR995 ,000 untuk periode yang sama tahun 2009 ."
93,positive,Finnish Aktia Group 's operating profit rose to EUR 17.5 mn in the first quarter of 2010 from EUR 8.2 mn in the first quarter of 2009 .,"Laba operasional Grup Aktia Finlandia naik menjadi EUR 17,5 juta pada kuartal pertama 2010 dari EUR 8,2 juta pada kuartal pertama 2009 ."
94,positive,Finnish Bank of +_land 's consolidated net operating profit increased from EUR 4.8 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006 .,"Laba bersih operasional gabungan +_land Bank Finlandia meningkat dari EUR 4,8 juta pada kuartal pertama 2005 menjadi EUR 6,4 juta pada kuartal pertama 2006 ."
95,positive,"Finnish financial group Aktia reports operating profit of EUR 44.4 mn in January-September 2009 , up from EUR 37.3 mn in the corresponding period in 2008 .","Grup keuangan Finlandia Aktia melaporkan laba operasi sebesar EUR 44,4 juta pada Januari-September 2009 , naik dari EUR 37,3 juta pada periode yang sama tahun 2008 ."
96,positive,"Finnish high technology provider Vaahto Group reports net sales of EUR 41.8 mn in the accounting period September 2007 - February 2008 , an increase of 11.2 % from a year earlier .","Penyedia teknologi tinggi Finlandia Vaahto Group melaporkan penjualan bersih sebesar EUR 41,8 juta pada periode akuntansi September 2007-Februari 2008, meningkat 11,2% dari tahun sebelumnya."
97,positive,Net sales of Finnish food industry company L+Ænnen Tehtaat 's continuing operations increased by 13 % in 2008 to EUR 349.1 mn from EUR 309.6 mn in 2007 .,"Penjualan bersih dari operasi berkelanjutan perusahaan industri makanan Finlandia L+Ænnen Tehtaat meningkat sebesar 13% pada tahun 2008 menjadi EUR 349,1 juta dari EUR 309,6 juta pada tahun 2007 ."
98,positive,An individual promotion also generated slightly higher-than-expected revenues .,Promosi individu juga menghasilkan pendapatan yang sedikit lebih tinggi dari perkiraan.
99,positive,Biohit already services many current Genesis customers and the customer base is expected to expand as a result of this agreement .,Biohit telah melayani banyak pelanggan Genesis saat ini dan basis pelanggan diharapkan dapat berkembang sebagai hasil dari perjanjian ini.
100,positive,"Both operating profit and turnover for the three-month period increased , respectively from EUR0 .9 m and EUR8 .3 m , as compared to the corresponding period in 2005 .","Baik laba operasi dan omset untuk periode tiga bulan meningkat , masing-masing dari EUR0,9 juta dan EUR8,3 juta, dibandingkan dengan periode yang sama pada tahun 2005."
101,positive,Circulation revenue has increased by 5 % in Finland and 4 % in Sweden in 2008 .,Pendapatan sirkulasi telah meningkat sebesar 5% di Finlandia dan 4% di Swedia pada tahun 2008 .
102,positive,Clothing chain Sepp+Æl+Æ 's net sales increased by 7.0 % to EUR 30.8 mn .,"Penjualan bersih rantai pakaian Sepp+Æl+Æ meningkat sebesar 7,0 % menjadi EUR 30,8 juta ."
103,positive,Construction volumes meanwhile grow at a rate of 10-15 percent annually .,"Sementara itu, volume konstruksi tumbuh pada tingkat 10-15 persen per tahun."
104,positive,Finnish and Swedish construction markets are still experiencing an estimated 4 % annual growth in 2008 .,Pasar konstruksi Finlandia dan Swedia masih mengalami pertumbuhan tahunan sekitar 4% di tahun 2008 .
105,positive,"However , Biohit estimates its total net sales will continue to grow in 2009 , and that favourable trends in net sales will lead to a profit in 2009 .","Namun , Biohit memperkirakan total penjualan bersihnya akan terus tumbuh di tahun 2009 , dan tren yang menguntungkan dalam penjualan bersih akan menghasilkan keuntungan di tahun 2009 ."
106,positive,"In 2009 , Fiskars ' cash flow from operating activities amounted to EUR121m , up from EUR97m in the previous year .","Pada tahun 2009, arus kas Fiskars dari aktivitas operasi sebesar EUR121m, naik dari EUR97m di tahun sebelumnya."
107,positive,"In Lithuania , operating profit rose to EUR 190,000 from EUR 70,000 in the corresponding period in 2005 .","Di Lithuania , laba operasi naik menjadi EUR 190.000 dari EUR 70.000 pada periode yang sama tahun 2005 ."
108,positive,"In the fourth quarter of 2008 , net sales increased by 2 % to EUR 1,050.7 mn from EUR 1,027.0 mn in the fourth quarter of 2007 .","Pada kuartal keempat tahun 2008, penjualan bersih meningkat sebesar 2% menjadi EUR 1.050,7 juta dari EUR 1.027,0 juta pada kuartal keempat tahun 2007."
109,positive,"International sales rose by 59.8 % to EUR 1,244.4 mn .","Penjualan internasional naik 59,8% menjadi EUR 1,244,4 juta."
110,neutral,Kalmar Espana generated net sales of some 11.3 mln euro $ 14.8 mln in 2005 .,"Kalmar Espana menghasilkan penjualan bersih sekitar 11,3 juta euro $14,8 juta pada tahun 2005 ."
111,positive,Net sales grew in the period to  x20ac 402 million $ 585US million from  x20ac 401 million in 2006 .,Penjualan bersih tumbuh pada periode tersebut menjadi x20ac 402 juta $585US juta dari x20ac 401 juta pada tahun 2006 .
112,positive,Net sales increased to EUR655m in April to June 2010 from EUR438m a year earlier .,Penjualan bersih meningkat menjadi EUR655 juta di bulan April sampai Juni 2010 dari EUR438 juta setahun sebelumnya.
113,positive,"Net sales rose by 25.5 % year-on-year to EUR59 .6 m , as the number of chargers delivered went up by 41 % to 65.9 million pieces .","Penjualan bersih naik 25,5% tahun-ke-tahun menjadi EUR59,6 juta, karena jumlah pengisi daya yang dikirim naik 41% menjadi 65,9 juta keping."
114,positive,"Net sales totaled EUR 93.6 mn , up from EUR 93.2 mn in the corresponding period in 2005 .","Penjualan bersih mencapai EUR 93,6 juta , naik dari EUR 93,2 juta pada periode yang sama tahun 2005 ."
115,positive,"Nokia also noted the average selling price of handsets declined during the period , though its mobile phone profit margin rose to more than 22 percent from 13 percent in the year-ago quarter .","Nokia juga mencatat harga jual rata-rata handset turun selama periode tersebut, meskipun margin keuntungan ponselnya naik menjadi lebih dari 22 persen dari 13 persen pada kuartal tahun lalu."
116,positive,Operating profit increased by 145.1 % to EUR 8.3 mn from EUR 3.4 mn .,"Laba operasional meningkat 145,1% menjadi EUR 8,3 juta dari EUR 3,4 juta."
117,positive,Operating profit margin increased from 11.2 % to 11.7 % .,"Margin laba usaha meningkat dari 11,2% menjadi 11,7%."
118,positive,Operating profit rose to EUR 3.11 mn from EUR 1.22 mn in the corresponding period in 2009 .,"Laba operasional naik menjadi EUR 3,11 juta dari EUR 1,22 juta pada periode yang sama tahun 2009 ."
119,positive,Operating profit rose to EUR 5mn from EUR 2.8 mn in the fourth quarter of 2008 .,"Laba operasional naik menjadi EUR 5 juta dari EUR 2,8 juta pada kuartal keempat tahun 2008 ."
120,positive,"Operating profit was EUR 24.5 mn , up from EUR 23.0 mn .","Laba operasional adalah EUR 24,5 juta, naik dari EUR 23,0 juta."
121,positive,"Ramirent 's net sales in the second quarterended June 30 were EURO 128.7 million about U.S. $ 163 million , a 3.3-percent increase compared with EURO 124.6 million for thesecond quarter last year .","Penjualan bersih Ramirent pada kuartal kedua yang berakhir 30 Juni adalah EURO 128,7 juta sekitar US$ 163 juta, meningkat 3,3 persen dibandingkan dengan EURO 124,6 juta untuk kuartal kedua tahun lalu."
122,positive,"Revenue grew by 2 percent to  x20ac 580 million $ 743 million , from  x20ac 569 million .","Pendapatan tumbuh sebesar 2 persen menjadi x20ac 580 juta $743 juta, dari x20ac 569 juta."
123,positive,Ruukki announced that it has signed an agreement with Aker Solutions of Norway to supply 24 suction anchors in September 2010 from its Kalajoki unit in Finland .,Ruukki mengumumkan bahwa mereka telah menandatangani perjanjian dengan Aker Solutions dari Norwegia untuk memasok 24 jangkar hisap pada bulan September 2010 dari unit Kalajoki di Finlandia.
124,positive,"Ruukki 's delivery volumes and selling prices showed favourable development and the company 's comparable net sales grew by 50 % year-on-year to EUR647m , CEO Sakari Tamminen said .","Volume pengiriman dan harga jual Ruukki menunjukkan perkembangan yang menguntungkan dan penjualan bersih perusahaan yang sebanding tumbuh sebesar 50% tahun-ke-tahun menjadi EUR647 juta, kata CEO Sakari Tamminen."
125,positive,Sanoma Magazines ' net sales are estimated to grow in 2006 .,Penjualan bersih Majalah Sanoma diperkirakan tumbuh pada tahun 2006 .
126,positive,The bank forecasts Finland 's GDP will grow by 2 % in 2010 and in 2011 .,Bank memperkirakan PDB Finlandia akan tumbuh sebesar 2% pada 2010 dan 2011 .
127,positive,"The circuit 's overall production rate on a weekly basis is now in excess of an average of 40,000 tonnes per day , with volumes in excess of 50,000 tonnes per day being reached on individual days .","Tingkat produksi keseluruhan sirkuit pada basis mingguan sekarang melebihi rata-rata 40.000 ton per hari, dengan volume lebih dari 50.000 ton per hari dicapai pada hari-hari individu."
128,positive,"The company 's consolidated operating profit amounted to EUR 15.86 mn , up from EUR 4.14 mn year-on-year .","Laba operasi konsolidasi perusahaan berjumlah EUR 15,86 juta, naik dari EUR 4,14 juta tahun-ke-tahun."
129,positive,The Department Store Division reported an increase in sales of 4 per cent .,Divisi Department Store melaporkan peningkatan penjualan sebesar 4 persen.
130,positive,The fair value of the company 's investment properties grew to EUR 2.803 billion at the end of March 2009 from EUR 2.691 million a year ago .,"Nilai wajar properti investasi perusahaan tumbuh menjadi EUR 2,803 miliar pada akhir Maret 2009 dari EUR 2,691 juta setahun yang lalu."
131,positive,"The last quarter was the best quarter of 2009 in net sales , and the operating margin rose to 12.2 % .","Kuartal terakhir merupakan kuartal terbaik 2009 dalam penjualan bersih, dan margin usaha naik menjadi 12,2%."
132,positive,"The major breweries increased their domestic beer sales by 4.5 per cent last year , to 256.88 million litres from 245.92 million litres in 2004 .","Pabrik bir besar meningkatkan penjualan bir domestik mereka sebesar 4,5 persen tahun lalu , menjadi 256,88 juta liter dari 245,92 juta liter pada tahun 2004 ."
133,positive,"The transaction doubles Tecnomens workforse , and adds a fourth to their net sales .","Transaksi tersebut menggandakan tenaga kerja Tecnomens, dan menambahkan seperempat ke penjualan bersih mereka."
134,positive,- Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million .,"- Laba operasional naik 26,9% menjadi EUR 105,8 (83,4) juta."
135,positive,"`` After this purchase , Cramo will become the second largest rental services provider in the Latvian market .","`` Setelah pembelian ini , Cramo akan menjadi penyedia jasa sewa terbesar kedua di pasar Latvia ."
136,positive,"`` The priority for 2009 was to strengthen the company 's balance sheet and increase cash flow , '' CEO Hannu Krook said .","""Prioritas untuk 2009 adalah memperkuat neraca perusahaan dan meningkatkan arus kas,"" kata CEO Hannu Krook."
